Country,Region,Oil Gas,Production source,Upstream Downstream,Reason,Abatement technology,Emissions,Possible Savings,Cost
Italy,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.550000011920929,0.550000011920929,-1.5199999809265137
United Kingdom,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.10999999940395355,0.10999999940395355,-1.5199999809265137
United Kingdom,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.009999999776482582,0.009999999776482582,-1.5199999809265137
United Kingdom,Europe,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,-1.5199999809265137
Italy,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.17000000178813934,0.17000000178813934,-1.5199999809265137
Australia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,11.90999984741211,11.3100004196167,-1.5199999809265137
Netherlands,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.009999999776482582,0.009999999776482582,-1.5099999904632568
France,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.10999999940395355,0.10999999940395355,-1.5099999904632568
Brazil,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.49000000953674316,0.49000000953674316,-1.5
France,Europe,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,-1.4900000095367432
France,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0,0,-1.4900000095367432
Germany,Europe,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,0.12999999523162842,0.12999999523162842,-1.4900000095367432
Netherlands,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.07999999821186066,0.07999999821186066,-1.4900000095367432
Germany,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
Netherlands,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
France,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
Italy,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
Ukraine,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-1.4800000190734863
United Kingdom,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
OEU7,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
OEU17,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
Romania,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
Poland,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4800000190734863
Poland,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.03999999910593033,0.03999999910593033,-1.4700000286102295
Poland,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.1599999964237213,0.1599999964237213,-1.4700000286102295
Poland,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.009999999776482582,0.009999999776482582,-1.4700000286102295
Ukraine,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.009999999776482582,0.009999999776482582,-1.4700000286102295
Ukraine,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.15000000596046448,0.15000000596046448,-1.4700000286102295
Ukraine,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.44999998807907104,0.44999998807907104,-1.4700000286102295
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0,0,-1.4600000381469727
China,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,75.9800033569336,75.9800033569336,-1.4600000381469727
Germany,Europe,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.5899999737739563,0.5899999737739563,-1.4600000381469727
Germany,Europe,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0.12999999523162842,0.12999999523162842,-1.4600000381469727
Malaysia,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,7.670000076293945,7.670000076293945,-1.4600000381469727
Brazil,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,2.2799999713897705,2.2799999713897705,-1.4500000476837158
Brazil,Latin America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,18.229999542236328,18.229999542236328,-1.4500000476837158
Brazil,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.4099999964237213,0.4099999964237213,-1.4500000476837158
ROETE,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.33000001311302185,0.33000001311302185,-1.440000057220459
ROETE,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4299999475479126
Brazil,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.019999999552965164,0.019999999552965164,-1.4299999475479126
Norway,Europe,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.4299999475479126
Indonesia,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,3.2699999809265137,3.2699999809265137,-1.409999966621399
United States,North America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,12.899999618530273,12.899999618530273,-1.399999976158142
United States,North America,Gas,Unconventional gas,Upstream,Vented,Replace pumps,146.77999877929688,146.77999877929688,-1.399999976158142
China,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,165.22999572753906,140.44000244140625,-1.3799999952316284
Trinidad,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.3799999952316284
Argentina,Latin America,Oil,Unconventional oil,Upstream,Vented,Blowdown capture,0.019999999552965164,0.019999999552965164,-1.3799999952316284
Colombia,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.05000000074505806,0.05000000074505806,-1.3799999952316284
Argentina,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.03999999910593033,0.03999999910593033,-1.3799999952316284
Peru,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-1.3799999952316284
Bolivia,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-1.3799999952316284
China,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,1.3700000047683716,1.159999966621399,-1.3799999952316284
Ecuador,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.05000000074505806,0.05000000074505806,-1.3799999952316284
Cuba,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0,0,-1.3799999952316284
Venezuela,Latin America,Oil,Onshore conventional oil,Upstream,Vented,Blowdown capture,0.27000001072883606,0.27000001072883606,-1.3799999952316284
Thailand,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.8399999737739563,0.8399999737739563,-1.340000033378601
Colombia,Latin America,Gas,Unconventional gas,Upstream,Vented,Replace pumps,0,0,-1.3300000429153442
Bolivia,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,4.199999809265137,4.199999809265137,-1.3300000429153442
Argentina,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,3.390000104904175,3.390000104904175,-1.3300000429153442
Argentina,Latin America,Gas,Unconventional gas,Upstream,Vented,Replace pumps,5.630000114440918,5.630000114440918,-1.3300000429153442
Ecuador,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.029999999329447746,0.029999999329447746,-1.3300000429153442
Cuba,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.25999999046325684,0.25999999046325684,-1.3300000429153442
Venezuela,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,16.510000228881836,16.510000228881836,-1.3300000429153442
Colombia,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,1.149999976158142,1.149999976158142,-1.3300000429153442
Trinidad,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,0.14000000059604645,0.14000000059604645,-1.3300000429153442
Peru,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Replace pumps,1.7300000190734863,1.7300000190734863,-1.3300000429153442
OASEAN9,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.23000000417232513,0.23000000417232513,-1.2699999809265137
Mexico,North America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,4.21999979019165,4.21999979019165,-1.2699999809265137
Mexico,North America,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.20999999344348907,0.20999999344348907,-1.2699999809265137
Mexico,North America,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,11.4399995803833,9.729999542236328,-1.2599999904632568
Mexico,North America,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,7.550000190734863,6.420000076293945,-1.2599999904632568
Philippines,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,1.149999976158142,1.149999976158142,-1.25
Pakistan,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,1.190000057220459,1.190000057220459,-1.25
Pakistan,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Install plunger,0.029999999329447746,0.029999999329447746,-1.25
Bangladesh,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Install plunger,1.5,1.5,-1.25
New Zealand,Asia Pacific,Oil,Offshore oil,Upstream,Fugitive,Upstream LDAR,0.10999999940395355,0.09000000357627869,-1.2400000095367432
New Zealand,Asia Pacific,Gas,Offshore gas,Upstream,Fugitive,Upstream LDAR,0.7900000214576721,0.6800000071525574,-1.2400000095367432
Thailand,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,10.079999923706055,10.079999923706055,-1.2300000190734863
Indonesia,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with instrument air systems,0.03999999910593033,0.03999999910593033,-1.2000000476837158
Indonesia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with instrument air systems,20.989999771118164,20.989999771118164,-1.2000000476837158
Indonesia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace with instrument air systems,24.030000686645508,24.030000686645508,-1.2000000476837158
Australia,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,25.989999771118164,22.09000015258789,-1.190000057220459
Other,Asia Pacific,Oil,Onshore conventional oil,Upstream,Vented,Replace pumps,3.3499999046325684,3.3499999046325684,-1.190000057220459
Other,Asia Pacific,Oil,Unconventional oil,Upstream,Vented,Replace pumps,0,0,-1.190000057220459
Australia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.7200000286102295,0.6100000143051147,-1.190000057220459
Australia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,2.75,2.3399999141693115,-1.190000057220459
OASEAN9,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,5.369999885559082,5.369999885559082,-1.1699999570846558
Turkmenistan,Russia & Caspian,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,683.010009765625,546.4099731445312,-1.149999976158142
Kazakhstan,Russia & Caspian,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,146.3699951171875,117.0999984741211,-1.149999976158142
India,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,3.6500000953674316,3.6500000953674316,-1.149999976158142
India,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,2.509999990463257,2.509999990463257,-1.149999976158142
Brunei,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,0.07000000029802322,0.07000000029802322,-1.1399999856948853
Israel,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.05999999865889549,0.05999999865889549,-1.1399999856948853
Israel,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.6000000238418579,0.6000000238418579,-1.1399999856948853
Venezuela,Latin America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,3.119999885559082,3.119999885559082,-1.1200000047683716
Ecuador,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.009999999776482582,0.009999999776482582,-1.1200000047683716
Ecuador,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.09000000357627869,0.09000000357627869,-1.1200000047683716
Trinidad,Latin America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.44999998807907104,0.44999998807907104,-1.1200000047683716
Argentina,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.9700000286102295,0.9700000286102295,-1.1200000047683716
Argentina,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.699999988079071,0.699999988079071,-1.1200000047683716
Bolivia,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.10999999940395355,0.10999999940395355,-1.1200000047683716
Cuba,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.019999999552965164,0.019999999552965164,-1.1200000047683716
Cuba,Latin America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.1899999976158142,0.1899999976158142,-1.1200000047683716
Trinidad,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.20000000298023224,0.20000000298023224,-1.1200000047683716
Trinidad,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,3.9700000286102295,3.9700000286102295,-1.1200000047683716
Colombia,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.12999999523162842,0.12999999523162842,-1.1200000047683716
Colombia,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.3499999940395355,0.3499999940395355,-1.1200000047683716
Venezuela,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,4.130000114440918,4.130000114440918,-1.1200000047683716
Venezuela,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,2.2100000381469727,2.2100000381469727,-1.1200000047683716
Argentina,Latin America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.23999999463558197,0.23999999463558197,-1.1200000047683716
Peru,Latin America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.05000000074505806,0.05000000074505806,-1.1200000047683716
Peru,Latin America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0,0,-1.1200000047683716
Peru,Latin America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.07000000029802322,0.07000000029802322,-1.1200000047683716
Japan,Asia Pacific,Oil,Downstream oil,Downstream,Fugitive,Downstream LDAR,0.3799999952316284,0.33000001311302185,-1.0700000524520874
India,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,17.3700008392334,17.3700008392334,-1.0700000524520874
Japan,Asia Pacific,Gas,Downstream gas,Downstream,Fugitive,Downstream LDAR,51.29999923706055,43.599998474121094,-1.0700000524520874
Brunei,Asia Pacific,Gas,Downstream gas,Downstream,Vented,Replace with electric motor,0.550000011920929,0.550000011920929,-1.059999942779541
Ukraine,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.6899999976158142,0.5799999833106995,-1.0499999523162842
Poland,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,2.180000066757202,1.850000023841858,-1.0499999523162842
Poland,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.5600000023841858,0.47999998927116394,-1.0499999523162842
Poland,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.10000000149011612,0.09000000357627869,-1.0499999523162842
Ukraine,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,16.079999923706055,13.670000076293945,-1.0499999523162842
Ukraine,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.47999998927116394,0.4099999964237213,-1.0499999523162842
Brazil,Latin America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,2,1.7000000476837158,-1.0399999618530273
Brazil,Latin America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,2.450000047683716,2.0799999237060547,-1.0399999618530273
Canada,North America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.7300000190734863,0.7300000190734863,-1.0299999713897705
Canada,North America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.05000000074505806,0.05000000074505806,-1.0299999713897705
Turkmenistan,Russia & Caspian,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,227.6699981689453,182.13999938964844,-1.0099999904632568
ROETE,Europe,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,0.46000000834465027,0.38999998569488525,-1.0099999904632568
ROETE,Europe,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,0.6100000143051147,0.5199999809265137,-1.0099999904632568
ROETE,Europe,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.07000000029802322,0.05999999865889549,-1.0099999904632568
Kazakhstan,Russia & Caspian,Satellite-detected large emitters,Satellite-detected large emitters,Downstream,Fugitive,Downstream LDAR,62.72999954223633,50.18000030517578,-1
Canada,North America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,16.489999771118164,16.489999771118164,-0.9800000190734863
Canada,North America,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,55.470001220703125,55.470001220703125,-0.9800000190734863
United States,North America,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,369.5400085449219,369.5400085449219,-0.9800000190734863
United States,North America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,32.470001220703125,32.470001220703125,-0.9800000190734863
Italy,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.5600000023841858,0.5600000023841858,-0.949999988079071
Italy,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.23000000417232513,0.23000000417232513,-0.949999988079071
United Kingdom,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,1.6299999952316284,1.6299999952316284,-0.949999988079071
United Kingdom,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,3.309999942779541,3.309999942779541,-0.949999988079071
United Kingdom,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.10999999940395355,0.10999999940395355,-0.949999988079071
Italy,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.029999999329447746,0.029999999329447746,-0.949999988079071
Ukraine,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.23000000417232513,0.23000000417232513,-0.9399999976158142
Romania,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.09000000357627869,0.09000000357627869,-0.9399999976158142
Romania,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.10999999940395355,0.10999999940395355,-0.9399999976158142
Romania,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.11999999731779099,0.11999999731779099,-0.9399999976158142
Poland,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.27000001072883606,0.27000001072883606,-0.9399999976158142
Poland,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,1.0499999523162842,1.0499999523162842,-0.9399999976158142
OEU7,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.03999999910593033,0.03999999910593033,-0.9399999976158142
OEU7,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.05000000074505806,0.05000000074505806,-0.9399999976158142
OEU7,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0,0,-0.9399999976158142
OEU17,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.05000000074505806,0.05000000074505806,-0.9399999976158142
OEU17,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.6800000071525574,0.6800000071525574,-0.9399999976158142
OEU17,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.25999999046325684,0.25999999046325684,-0.9399999976158142
Ukraine,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,7.760000228881836,7.760000228881836,-0.9399999976158142
United Kingdom,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.009999999776482582,0.009999999776482582,-0.9100000262260437
United Kingdom,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.019999999552965164,0.019999999552965164,-0.9100000262260437
Netherlands,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.2199999988079071,0.2199999988079071,-0.9100000262260437
Italy,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.46000000834465027,0.46000000834465027,-0.9100000262260437
France,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0,0,-0.9100000262260437
France,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,-0.9100000262260437
OEU17,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.550000011920929,0.550000011920929,-0.9100000262260437
OEU17,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.03999999910593033,0.03999999910593033,-0.9100000262260437
OEU7,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.12999999523162842,0.12999999523162842,-0.9100000262260437
Romania,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,3.1700000762939453,3.1700000762939453,-0.9100000262260437
Romania,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,-0.9100000262260437
United States,North America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0.019999999552965164,0.019999999552965164,-0.8999999761581421
Indonesia,Asia Pacific,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,7.190000057220459,6.119999885559082,-0.8999999761581421
Germany,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.33000001311302185,0.33000001311302185,-0.8999999761581421
Germany,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,1.440000057220459,1.440000057220459,-0.8999999761581421
Indonesia,Asia Pacific,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.009999999776482582,0.009999999776482582,-0.8999999761581421
Indonesia,Asia Pacific,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,2.4800000190734863,2.109999895095825,-0.8999999761581421
United States,North America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.8999999761581421
New Zealand,Asia Pacific,Gas,Offshore gas,Upstream,Vented,Vapour recovery units,0.4000000059604645,0.4000000059604645,-0.8899999856948853
United States,North America,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,1.7000000476837158,1.7000000476837158,-0.8700000047683716
United States,North America,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,8.199999809265137,8.199999809265137,-0.8700000047683716
United States,North America,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,7.449999809265137,7.449999809265137,-0.8700000047683716
Canada,North America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.8600000143051147
Mexico,North America,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0.009999999776482582,0.009999999776482582,-0.8500000238418579
Mexico,North America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0.029999999329447746,0.029999999329447746,-0.8500000238418579
Mexico,North America,Oil,Onshore conventional oil,Upstream,Fugitive,Upstream LDAR,2.200000047683716,1.8700000047683716,-0.8299999833106995
ROETE,Europe,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0.029999999329447746,0.029999999329447746,-0.8299999833106995
ROETE,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.23000000417232513,0.23000000417232513,-0.8299999833106995
Brazil,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,1.25,1.25,-0.8299999833106995
Mexico,North America,Gas,Unconventional gas,Upstream,Fugitive,Upstream LDAR,0.20000000298023224,0.17000000178813934,-0.8299999833106995
Mexico,North America,Gas,Onshore conventional gas,Upstream,Fugitive,Upstream LDAR,4.150000095367432,3.5299999713897705,-0.8299999833106995
Netherlands,Europe,Gas,Offshore gas,Upstream,Vented,Replace with instrument air systems,0.019999999552965164,0.019999999552965164,-0.8299999833106995
Netherlands,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.009999999776482582,0.009999999776482582,-0.8299999833106995
Netherlands,Europe,Oil,Offshore oil,Upstream,Vented,Replace with instrument air systems,0.009999999776482582,0.009999999776482582,-0.8299999833106995
Israel,Europe,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0,0,-0.8199999928474426
France,Europe,Gas,Downstream gas,Downstream,Vented,Replace with instrument air systems,0.23999999463558197,0.23999999463558197,-0.8100000023841858
Norway,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.800000011920929
Norway,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.800000011920929
Russia,Russia & Caspian,Satellite-detected large emitters,Satellite-detected large emitters,Upstream,Fugitive,Upstream LDAR,615.1900024414062,492.1499938964844,-0.800000011920929
New Zealand,Asia Pacific,Oil,Offshore oil,Upstream,Vented,Vapour recovery units,0.2800000011920929,0.2800000011920929,-0.7900000214576721
Ukraine,Europe,Gas,Offshore gas,Upstream,Vented,Replace compressor seal or rod,0,0,-0.7799999713897705
Ukraine,Europe,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.7799999713897705
Mexico,North America,Oil,Onshore conventional oil,Upstream,Incomplete-flare,Vapour recovery units,20.1200008392334,19.1200008392334,-0.7699999809265137
Mexico,North America,Oil,Offshore oil,Upstream,Incomplete-flare,Vapour recovery units,71.73999786376953,68.1500015258789,-0.7699999809265137
Cuba,Latin America,Oil,Offshore oil,Upstream,Vented,Replace compressor seal or rod,0,0,-0.7300000190734863
Other,Asia Pacific,Gas,Onshore conventional gas,Upstream,Vented,Replace with electric motor,7.480000019073486,7.480000019073486,-0.7300000190734863
Other,Asia Pacific,Gas,Unconventional gas,Upstream,Vented,Replace with electric motor,0.05999999865889549,0.05999999865889549,-0.7300000190734863
Bolivia,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,10.579999923706055,10.579999923706055,-0.7099999785423279
Argentina,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,8.539999961853027,8.539999961853027,-0.7099999785423279
Argentina,Latin America,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,14.180000305175781,14.180000305175781,-0.7099999785423279
Ecuador,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.07000000029802322,0.07000000029802322,-0.7099999785423279
Cuba,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.6100000143051147,0.6100000143051147,-0.7099999785423279
Trinidad,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,0.36000001430511475,0.36000001430511475,-0.7099999785423279
Venezuela,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,41.56999969482422,41.56999969482422,-0.7099999785423279
Colombia,Latin America,Gas,Onshore conventional gas,Upstream,Vented,Blowdown capture,2.9000000953674316,2.9000000953674316,-0.7099999785423279
Colombia,Latin America,Gas,Unconventional gas,Upstream,Vented,Blowdown capture,0,0,-0.7099999785423279
